"price","Year","Make","Model","mileage","transmission","titlestatus","condition","drive","fuel","paintcolor","size"
7400,1999,"ford","f350",NA,"            automatic","            clean","            excellent","            4wd","            gas","           paint color: white","            full-size"
2495,2000,"Honda","Accord",NA,"            manual","            clean","            fair","            fwd","            gas","           paint color: black",NA
5988,2007,"Dodge","Caliber","            118874","            automatic","            clean",NA,"            fwd","            gas","           paint color: custom",NA
1350,1993,"nissan","sentra","            180000","            manual","            clean",NA,"            fwd","            gas","           paint color: silver","            compact"
3250,2005,"Nissan","Sentra 1.8S","            127000","            automatic","            clean","            good","            fwd","            gas","           paint color: black","            compact"
3200,2003,"subaru","legacy 2.5i","            202000","            automatic","            clean","            good","            4wd","            gas","           paint color: green","            compact"
5300,2010,"Ford","focus ses","            72255","            automatic","            rebuilt",NA,NA,"            gas",NA,NA
14999,2014,"Chevrolet","Cruze Sedan 1LT automatic","            35046","            automatic","            clean",NA,"            fwd","            gas","           paint color: silver",NA
2200,1990,"ford","f250",NA,"            manual","            clean","            excellent","            4wd","            gas","           paint color: black","            full-size"
16991,2013,"Ford","Edge SEL automatic","            72204","            automatic","            clean",NA,"            4wd","            gas","           paint color: brown",NA
17991,2005,"Mercedes-Benz","SL-Class 5.0L automatic","            46464","            automatic","            clean",NA,"            rwd","            gas","           paint color: silver",NA
5800,2008,"dodge","caravan","            137500","            automatic","            salvage","            excellent",NA,"            gas","           paint color: red",NA
NA,1993,"chevrolet","1500 silverado",NA,"            manual","            salvage",NA,NA,"            gas",NA,"            full-size"
17991,2004,"Chevrolet","Silverado 2500HD 4WD 4WD manual","            74618","            manual","            clean",NA,"            4wd","            gas","           paint color: red",NA
18991,2016,"Dodge","Grand Caravan SXT automatic","            37402","            automatic","            clean",NA,"            fwd","            gas","           paint color: white",NA
17500,2003,"F","150",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
4300,2005,"honda","accord","            154232","            automatic","            rebuilt",NA,NA,"            gas",NA,NA
17991,2007,"Toyota","Tundra SR5 automatic","            85716","            automatic","            clean",NA,"            rwd","            gas","           paint color: grey",NA
5900,2005,"bmw","325i","            165000","            manual","            clean",NA,NA,"            gas",NA,NA
17991,2008,"Ford","F-150  automatic","            73648","            automatic","            clean",NA,"            rwd","            gas","           paint color: white",NA
16991,2016,"Chevrolet","Malibu LT automatic","            15732","            automatic","            clean",NA,"            fwd","            gas","           paint color: white",NA
750,1998,"FORD","EXPLORER","            174000","            automatic","            clean","            good","            4wd","            gas",NA,"            sub-compact"
10000,2000,"BMW","M5","            129600","            manual","            clean","            good","            rwd","            gas","           paint color: black","            full-size"
11500,2015,"honda","fit sport","            12000","            automatic","            rebuilt","            like new","            fwd","            gas","           paint color: blue",NA
2595,1999,"Honda","Civic","            100000","            automatic","            rebuilt","            excellent","            fwd","            gas","           paint color: blue","            mid-size"
6995,2008,"Toyota","Prius","            110000","            automatic","            rebuilt","            excellent","            fwd","            hybrid","           paint color: red","            full-size"
NA,2009,"Hyundai","Sonata","            108000","            automatic","            rebuilt","            like new",NA,"            gas",NA,NA
600,1981,"Chevy","custom delux",NA,"            manual","            clean",NA,"            rwd","            gas",NA,NA
9900,2008,"Acura","TL Type S","            158608","            manual","            clean","            good","            fwd","            gas","           paint color: grey",NA
11250,2015,"Ford","Focus SE Hatchback","            22927","            automatic","            clean",NA,NA,"            gas",NA,NA
29000,2013,"Dodge","Ram 1500 4x4","            33066","            automatic","            clean","            like new","            4wd","            gas","           paint color: black",NA
3000,1997,"dodge","ram 1500 4x4","            140000","            automatic","            clean","            good","            4wd","            gas","           paint color: black","            full-size"
5300,2004,"acura","mdx","            182500","            automatic","            clean","            good",NA,"            gas",NA,NA
1300,2004,"DODGE","INTREPID","            174000","            automatic","            clean","            good","            rwd","            gas","           paint color: grey","            mid-size"
NA,2004,"dodge","intrepid",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
6499,2013,"Smart","car",NA,"            automatic","            salvage",NA,NA,"            gas",NA,NA
3999,1961,"Divco","",NA,"            manual","            missing",NA,NA,"            gas",NA,NA
22999,2008,"Ford","F350","            133000","            automatic","            clean",NA,"            4wd","            diesel","           paint color: green","            full-size"
21500,1999,"ford","f250",NA,"            automatic","            clean",NA,NA,"            diesel",NA,NA
5000,2006,"2006","Volvo S40","            120","            automatic","            clean","            excellent",NA,"            gas",NA,NA
3995,2005,"Mazda","3  manual","            181798","            manual","            clean",NA,"            fwd","            gas","           paint color: black",NA
NA,2007,"GMC","Acadia SLT automatic","            149393","            automatic","            clean",NA,"            4wd","            gas","           paint color: silver",NA
18500,2015,"subaru","forester","            26","            automatic","            rebuilt","            like new","            4wd","            gas","           paint color: grey",NA
12995,2014,"Mazda","6i Touring automatic","            129996","            automatic","            clean",NA,"            fwd","            gas","           paint color: white",NA
11995,2005,"Chevrolet","Tahoe LS automatic","            114322","            automatic","            clean",NA,"            4wd","            gas","           paint color: blue",NA
1100,1994,"Mercedes","E320","            151000","            automatic","            clean","            good","            rwd","            gas","           paint color: green","            full-size"
8200,2001,"Ford","F-150","            212000","            automatic","            clean","            excellent","            4wd","            gas","           paint color: blue","            full-size"
1000,2001,"Passat","",NA,"            other","            clean","            salvage","            4wd","            gas","           paint color: blue","            full-size"
16991,2016,"Chevrolet","Malibu Limited LTZ automatic","            28865","            automatic","            clean",NA,"            fwd","            gas","           paint color: silver",NA
21500,2012,"INFINITI","G37X","            32000","            automatic","            clean","            excellent","            4wd","            gas","           paint color: white",NA
NA,2002,"dodge","intrepid","            123000","            automatic","            clean","            good",NA,"            gas","           paint color: blue","            full-size"
4500,1971,"Ford","",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
20000,2004,"dodge","ram 2500",NA,"            automatic","            clean",NA,NA,"            diesel",NA,NA
9350,2014,"dodge","dart","            49000","            manual","            clean","            excellent","            fwd","            gas","           paint color: white",NA
2300,2000,"buick","regal gs","            135000","            automatic","            clean","            excellent","            fwd","            gas","           paint color: white","            mid-size"
8500,1972,"chevy","c-10",NA,"            manual","            clean","            excellent","            rwd","            gas","           paint color: yellow","            full-size"
1150,2001,"DODGE","DAKOTA",NA,"            automatic","            clean","            like new",NA,"            gas",NA,NA
6700,2002,"Toyota","Highlander Awd",NA,"            automatic","            clean",NA,NA,"            gas","           paint color: silver",NA
5300,2007,"pontiac","g6","            131000","            automatic","            clean","            excellent",NA,"            gas","           paint color: red",NA
9000,2007,"Chevy","Tahoe ltz",NA,"            automatic","            clean","            excellent","            4wd","            gas",NA,NA
5000,1995,"chevrolet","silverado","            220000","            automatic","            clean","            good","            4wd","            diesel",NA,NA
2200,2002,"Dodge","Stratus","            166000","            automatic","            clean","            excellent","            fwd","            gas","           paint color: silver","            mid-size"
4999,2006,"honda","accord","            107192","            automatic","            rebuilt","            like new",NA,"            gas",NA,NA
600,1991,"pontiac","grand am",NA,"            automatic","            clean","            fair","            fwd","            gas","           paint color: red",NA
2400,1985,"gmc","1500 sierra",NA,"            automatic","            clean",NA,NA,"            diesel",NA,NA
2800,2005,"vw","pastas 2.8l","            151435","            automatic","            rebuilt","            good","            fwd","            gas","           paint color: silver",NA
6500,1995,"jeep","wrangler s",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
2000,1995,"1995","Mazda B2300","            130000","            manual","            clean",NA,NA,"            gas","           paint color: green",NA
6600,2010,"ford","focus","            87","            automatic","            clean","            excellent","            fwd","            gas",NA,NA
23990,2015,"chevrolet","camaro","            860","            automatic","            clean","            like new","            rwd","            gas","           paint color: red","            compact"
4700,2007,"nissan","sentra","            146","            automatic","            clean","            like new",NA,"            gas",NA,NA
NA,1999,"chevy","silverado 1500",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
5500,2007,"Ford","focus xz4 se","            130","            manual","            clean","            excellent","            fwd","            gas","           paint color: blue","            compact"
300,2001,"ford","crown victoria",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
900,1991,"Mazda","b2600",NA,"            manual","            clean","            fair","            4wd","            gas","           paint color: blue","            mid-size"
8000,2008,"Toyota","RAV4",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
NA,2006,"chevrolet","impala","            130000","            automatic","            clean","            excellent","            rwd","            gas","           paint color: red","            full-size"
3950,2008,"kia","rio5 lx","            51000","            automatic","            clean","            excellent",NA,"            gas",NA,NA
2000,2002,"ford","windstar",NA,"            automatic","            clean","            good",NA,"            gas","           paint color: red",NA
12500,2004,"dodge","ram 2500 cummins",NA,"            manual","            rebuilt","            good","            4wd","            diesel","           paint color: red","            full-size"
2200,1987,"Toyota","pickup",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
NA,2006,"ford","mustang gt","            106000","            automatic","            clean","            fair","            rwd","            gas","           paint color: red","            full-size"
9999,1971,"Chevy","Cheyenne",NA,"            automatic","            clean","            good","            4wd","            gas","           paint color: green",NA
2300,1998,"chevy","s10 pickup","            209","            manual","            clean","            good","            4wd","            gas","           paint color: green","            compact"
14000,2014,"scion","fr-s","            36000","            manual","            clean","            new","            rwd","            gas","           paint color: black",NA
4100,2001,"2001","Suzuki","            119","            automatic","            clean","            excellent","            4wd","            gas",NA,NA
10000,2010,"Chevy","Colorado","            115000","            automatic","            clean","            good","            rwd","            gas","           paint color: black","            mid-size"
55000,2012,"dodge","ram 2500",NA,"            manual","            clean",NA,NA,"            diesel",NA,NA
27000,2010,"Toyota","Tundra 4x4","            59000","            automatic","            clean","            excellent","            4wd","            gas","           paint color: silver","            full-size"
6500,2007,"ford","mustang","            73000","            automatic","            clean","            good",NA,"            gas","           paint color: black",NA
14950,1970,"KENWORTH","MODELW925","            215000","            other","            clean",NA,NA,"            diesel",NA,NA
6550,2011,"mazda","6","            82000","            automatic","            salvage",NA,NA,"            gas",NA,NA
3800,1995,"acura","integra gsr",NA,"            manual","            salvage","            good","            fwd","            gas","           paint color: blue","            compact"
8500,2013,"hyundai","elantra","            34683","            automatic","            rebuilt","            like new","            fwd","            gas","           paint color: silver","            full-size"
7500,2013,"chrysler","200","            60000","            automatic","            rebuilt","            excellent","            fwd","            gas","           paint color: grey","            full-size"
24750,2006,"GMC","Sierra 2500 HD","            143025","            automatic","            lien","            excellent","            4wd","            diesel","           paint color: black","            full-size"
700,1978,"ford","granada",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
30000,1955,"ford","crown victoria",NA,"            automatic","            clean","            excellent",NA,"            gas","           paint color: blue",NA
800,1983,"Chevy","",NA,"            automatic","            clean",NA,NA,"            diesel",NA,NA
11200,2008,"BMW","X5","            141","            automatic","            clean","            excellent","            4wd","            gas","           paint color: silver",NA
7995,1983,"Toyota","4X4",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
14700,2003,"ford","f-250","            245000","            automatic","            clean","            excellent","            4wd","            diesel","           paint color: grey","            full-size"
1000,2001,"volkswagen","passat 1.8t s",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
3500,1967,"jeep","cj5",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
1200,1998,"oldsmobile","88",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
11800,2011,"Subaru","Legacy 2.5i limited","            96600","            automatic","            clean","            excellent",NA,"            gas","           paint color: white",NA
4200,2004,"subaru","impreza","            186","            manual","            clean","            good","            4wd","            gas",NA,NA
3500,2003,"ford","expedition","            169000","            automatic","            clean",NA,"            4wd","            gas",NA,NA
3300,2010,"kia","rio","            92000","            automatic","            salvage","            good","            fwd","            gas",NA,NA
9500,2008,"nissan","altima 3.5 se","            825000","            automatic","            clean","            excellent","            fwd","            gas","           paint color: white","            compact"
NA,1966,"Volvo","1800",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
11213,2013,"subaru","impreza wagon","            44352","            automatic","            salvage","            like new","            4wd","            gas","           paint color: custom","            compact"
1,2008,"ford","mustang","            84000","            automatic","            clean","            excellent",NA,"            gas",NA,NA
3250,1989,"chevrolet","1500",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
3000,2003,"GMC","ENVOY","            191600","            automatic","            clean","            good",NA,"            gas","           paint color: silver","            mid-size"
2500,2004,"dodge","neon","            90000","            automatic","            clean","            excellent",NA,"            gas","           paint color: blue","            mid-size"
5300,2010,"Mazda","3 sport","            87000","            automatic","            rebuilt","            excellent","            fwd","            gas",NA,NA
11900,2008,"ford","e-350","            106607","            automatic","            clean","            good","            rwd","            gas",NA,"            full-size"
18500,2012,"ford","mustang 5.0","            26856","            automatic","            clean",NA,NA,"            gas",NA,NA
10500,2005,"Nissan","Frontier",NA,"            automatic","            clean","            excellent","            4wd","            gas","           paint color: black","            full-size"
8700,1939,"Chrvy","",NA,"            other","            missing",NA,NA,"            other",NA,NA
5000,2013,"kia","soul","            28000","            automatic","            rebuilt",NA,NA,"            gas",NA,NA
800,1988,"Honda","Accord LXI","            191561","            automatic","            clean","            fair","            fwd","            gas","           paint color: blue","            compact"
10500,1997,"dodge","ram 2500",NA,"            manual","            clean","            good","            4wd","            diesel","           paint color: white","            full-size"
26900,2006,"Dodge","2500",NA,"            automatic","            clean","            excellent","            4wd","            diesel","           paint color: grey",NA
3000,1990,"Honda","civic",NA,"            manual","            clean","            good","            fwd","            gas","           paint color: white","            compact"
2500,2008,"Chevy","Cobalt LS",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
6500,1997,"Dodge","Ram Dually","            146000","            automatic","            clean","            excellent",NA,"            diesel","           paint color: silver",NA
5500,2001,"GMC","yukon",NA,"            automatic","            clean",NA,"            4wd","            gas",NA,NA
1200,1992,"1992","geo metro",NA,"            automatic","            clean",NA,"            fwd","            gas",NA,NA
1800,1998,"Honda","odyssey","            140000","            automatic","            clean","            like new","            fwd","            gas","           paint color: white","            mid-size"
2100,2018,"Mitsubishi","","            161000","            automatic","            salvage","            excellent","            fwd","            gas","           paint color: silver","            compact"
5800,1997,"bmw","m3",NA,"            automatic","            clean","            excellent","            rwd","            gas","           paint color: blue",NA
250,2001,"dodge","stratus 4-door",NA,"            automatic","            clean",NA,"            fwd","            gas","           paint color: white","            mid-size"
13988,2004,"Ford","F-250 Super Duty XL 4dr Cre",NA,"            automatic","            clean",NA,"            4wd","            diesel","           paint color: blue",NA
16988,2010,"Chevrolet","Silverado 2500 LT",NA,"            automatic","            clean",NA,"            4wd","            gas","           paint color: white",NA
6200,2007,"Ford","fusion",NA,"            automatic","            clean",NA,NA,"            gas",NA,NA
20000,2007,"toyota","tundra","            131000","            automatic","            clean","            excellent","            4wd","            gas","           paint color: white",NA
200,1989,"nissan","pathfinder",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
1795,1998,"98","mustang","            162000","            manual","            clean","            fair","            rwd","            gas","           paint color: green","            full-size"
15988,2007,"Ford","F-350 Super Duty XLT XLT 4d",NA,"            manual","            clean",NA,"            4wd","            diesel","           paint color: white",NA
26000,2012,"mercedes-benz","r350","            32748","            automatic","            clean","            like new","            4wd","            gas","           paint color: brown","            full-size"
12995,2003,"Mercedes-Benz","S55 AMG",NA,"            automatic","            clean",NA,"            rwd","            gas","           paint color: silver",NA
1000,2005,"ford","taurus",NA,"            automatic","            salvage","            fair","            fwd","            gas","           paint color: blue","            mid-size"
14988,2007,"Ford","F-350 Super Duty XLT XLT 4d",NA,"            automatic","            clean",NA,"            4wd","            diesel","           paint color: white",NA
6500,1997,"Ford","F-350","            200500","            automatic","            clean","            good","            4wd","            diesel","           paint color: green","            full-size"
13488,2008,"GMC","Sierra 1500 SLE2",NA,"            automatic","            clean",NA,"            4wd","            other","           paint color: red",NA
14900,2007,"Peterbilt","387","            858000","            manual","            clean","            good","            rwd","            diesel","           paint color: silver","            full-size"
8988,2006,"Ford","F-250 2006 F250 DIESEL",NA,"            automatic","            salvage",NA,"            rwd","            diesel","           paint color: white",NA
15988,2008,"Ford","F-250 F250 DIESEL Crew Cab",NA,"            automatic","            clean",NA,"            4wd","            diesel","           paint color: white",NA
11988,2005,"Ford","F-350 F350 Crew Cab 4X4",NA,"            automatic","            clean",NA,"            4wd","            diesel","           paint color: white",NA
12988,2016,"Ford","Focus SE",NA,"            automatic","            clean",NA,"            fwd","            other","           paint color: red",NA
3500,1997,"jeep","cherokee sport","            178000","            automatic","            clean",NA,"            4wd","            gas",NA,NA
12988,2016,"Ford","Fusion SE",NA,"            automatic","            clean",NA,"            fwd","            gas","           paint color: white",NA
4500,2006,"Chevrolet","Cobalt SS","            105000","            automatic","            salvage","            good","            fwd","            gas","           paint color: orange","            full-size"
3488,2006,"Honda","Shadow 750 VT",NA,"            automatic","            clean",NA,NA,"            gas","           paint color: black",NA
8500,2008,"buick","lacrosse","            70000","            automatic","            clean","            like new",NA,"            gas","           paint color: red",NA
3000,2003,"Buick","Century","            117881","            automatic","            clean",NA,"            fwd","            gas","           paint color: silver",NA
988,1990,"Ford","F-250 XLT Lariat 2dr Reg Ca",NA,"            automatic","            clean",NA,"            rwd","            gas","           paint color: red",NA
1700,1998,"ford","mustang","            148000","            automatic","            clean",NA,NA,"            gas",NA,NA
3200,2000,"gmc","sierra 1500 sle","            240000","            automatic","            clean","            good","            4wd","            gas","           paint color: custom","            mid-size"
2600,2000,"GMC","1500 yukon xl","            238415","            automatic","            clean","            fair","            4wd","            gas",NA,"            full-size"
NA,2016,"Salvage/Rebuilt","Titles",NA,"            other","            rebuilt",NA,NA,"            other",NA,NA
12988,2007,"Ford","F-250 2007 F250 DIESEL XLT",NA,"            automatic","            clean",NA,"            rwd","            diesel","           paint color: black",NA
14500,2007,"bmw","750li","            85000","            automatic","            lien","            good","            rwd","            gas","           paint color: grey",NA
5988,2008,"Chevrolet","Impala LT",NA,"            automatic","            clean",NA,"            fwd","            gas","           paint color: black",NA
16500,2005,"Ford","F250","            105000","            automatic","            clean","            excellent","            4wd","            diesel",NA,NA
10988,2003,"Ford","F-350 Super Duty XLT 4dr Su",NA,"            automatic","            clean",NA,"            4wd","            diesel","           paint color: black",NA
3800,2002,"nissan","xterra",NA,"            automatic","            clean","            good","            4wd","            gas","           paint color: white",NA
NA,2005,"Honda","civic","	<meta name=""description"" content=""Great economical car clean smoke free 2005 honda civic lx condition: good cylinders: 4 cylinders drive: fwd fuel: gas  133000 size: compact title status: salvage transmission: automatic..."">","	<meta name=""description"" content=""Great economical car clean smoke free 2005 honda civic lx condition: good cylinders: 4 cylinders drive: fwd fuel: gas odometer: 133000 size: compact title status: salvage  automatic..."">","	<meta name=""description"" content=""Great economical car clean smoke free 2005 honda civic lx condition: good cylinders: 4 cylinders drive: fwd fuel: gas odometer: 133000 size: compact  salvage transmission: automatic..."">","	<meta name=""description"" content=""Great economical car clean smoke free 2005 honda civic lx  good cylinders: 4 cylinders drive: fwd fuel: gas odometer: 133000 size: compact title status: salvage transmission: automatic..."">","	<meta name=""description"" content=""Great economical car clean smoke free 2005 honda civic lx condition: good cylinders: 4 cylinders  fwd fuel: gas odometer: 133000 size: compact title status: salvage transmission: automatic..."">","	<meta name=""description"" content=""Great economical car clean smoke free 2005 honda civic lx condition: good cylinders: 4 cylinders drive: fwd  gas odometer: 133000 size: compact title status: salvage transmission: automatic..."">",NA,"	<meta name=""description"" content=""Great economical car clean smoke free 2005 honda civic lx condition: good cylinders: 4 cylinders drive: fwd fuel: gas odometer: 133000  compact title status: salvage transmission: automatic..."">"
5750,2004,"Volvo","","            103852","            automatic","            clean","            good","            4wd","            gas","           paint color: silver",NA
10500,2011,"Honda","Civic ex- l","            36000","            automatic","            rebuilt","            excellent","            fwd","            gas","           paint color: silver","            mid-size"
300,1999,"honda","accord 2-door coupe",NA,"            automatic","            clean","            fair",NA,"            gas","           paint color: green","            compact"
3500,1999,"ford","expedition eddie bauer",NA,"            automatic","            clean","            good","            4wd","            gas","           paint color: red",NA
15400,2008,"Ford","expedition limited",NA,"            automatic","            clean","            like new",NA,"            gas","           paint color: black",NA
4395,2003,"CHEVROLET"," 4X4 SHORTBOX",NA,"            automatic","            clean","            good","            4wd","            gas","           paint color: white","            mid-size"
3775,2004,"dodge","stratus","            140000","            automatic","            clean","            excellent","            fwd","            gas","           paint color: blue","            mid-size"
12500,2012,"dodge","ram 1500 slt 4x4 half ton","            161047","            automatic","            clean","            excellent","            4wd","            gas","           paint color: white","            full-size"
3800,2003,"dodge","durango slt","            141000","            automatic","            clean","            good","            4wd","            gas","           paint color: silver",NA
3795,1999,"CHEVROLET","SILVERADO SHORTBOX",NA,"            automatic","            clean","            good","            4wd","            gas","           paint color: white","            full-size"
5995,2003,"GMC","YUKON 4WD SLT",NA,"            automatic","            clean","            excellent","            4wd","            gas","           paint color: silver","            full-size"
995,1999,"FORD","TAURUS SE",NA,"            automatic","            clean","            good","            fwd","            gas","           paint color: white","            mid-size"
5995,1998,"Lexus","SC300","            130000","            automatic","            clean","            excellent","            rwd","            gas","           paint color: white","            mid-size"
995,1996,"MERCURY","SABLE GS","            124000","            automatic","            rebuilt","            good","            fwd","            gas","           paint color: green","            mid-size"
1995,2003,"FORD","WINDSTAR LX","            90000","            automatic","            clean","            excellent","            fwd","            gas",NA,"            mid-size"
2995,2003,"Ford","Taurus SES","            105","            automatic","            clean","            good","            fwd","            gas","           paint color: green","            full-size"
21995,2008,"FORD","F-250 LARIAT  CREW CAB",NA,"            automatic","            clean","            like new","            4wd","            diesel","           paint color: custom","            full-size"
12995,2006,"F-150","SUPERCREW  LARIAT",NA,"            automatic","            clean","            like new","            4wd","            gas",NA,"            full-size"
400,1984,"300sd","",NA,"            manual","            parts only",NA,NA,"            diesel","           paint color: green",NA
16988,2010,"Ford","F-350 Super Duty Cabelas",NA,"            automatic","            clean",NA,"            4wd","            diesel","           paint color: white",NA
4000,2003,"honda","accord","            147000","            manual","            clean",NA,NA,"            gas",NA,NA
5495,2004,"Ford","Mustang","            177719","            automatic","            clean",NA,"            rwd","            gas","           paint color: red",NA
2500,1984,"GMC","Vandura",NA,"            automatic","            clean","            fair","            rwd","            gas","           paint color: red","            full-size"
4950,1969,"Chevrolet","C20",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
2800,1938,"Dodge","truck",NA,"            manual","            clean",NA,NA,"            gas",NA,NA
9988,2010,"Ford","Expedition EL Limited",NA,"            automatic","            clean",NA,"            rwd","            other","           paint color: black",NA
1995,1997,"CHEVROLET","X-CAB  S-10","            153155","            manual","            clean","            excellent","            rwd","            gas","           paint color: white","            compact"
5995,1998,"Ford","F-150 3dr","            138933","            automatic","            clean",NA,"            4wd","            gas",NA,NA
10250,2011,"Nissan","Rogue","            83600","            automatic","            clean","            excellent","            4wd","            gas","           paint color: white","            mid-size"
5995,2003,"Jeep","Liberty Sport 4dr Sport","            123769","            manual","            clean",NA,"            4wd","            gas","           paint color: blue",NA
3377,1996,"chevrolet","c 1500","            154000","            manual","            clean","            good",NA,"            gas","           paint color: blue","            full-size"
3499,1999,"Mercury","cougar","            143871","            manual","            clean","            good","            fwd","            gas","           paint color: red",NA
7777,2005,"bmw","x3","            114000","            automatic","            clean","            like new","            4wd","            gas","           paint color: blue","            full-size"
8995,2005,"Dodge","Ram 1500 ST 4dr Quad Cab S","            202458","            automatic","            clean",NA,"            4wd","            gas","           paint color: silver",NA
11899,2011,"Chrysler","Town &amp; Country","            109418","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
3000,2002,"ram","1500","            242000","            manual","            clean","            good","            4wd","            gas",NA,"            full-size"
25000,2016,"Ford","Mustang ecoboost","            6000","            manual","            clean","            new","            rwd","            gas","           paint color: red","            compact"
30500,2014,"gmc","1500 sierra",NA,"            automatic","            clean","            excellent","            4wd","            gas","           paint color: blue","            full-size"
29500,2014,"gmc","1500 sierra",NA,"            automatic","            clean","            excellent","            4wd","            gas","           paint color: blue","            full-size"
19999,2014,"Kia","Optima","            25872","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
10307,2013,"Hyundai","Elantra GT","            75729","            automatic","            clean",NA,NA,"            gas","           paint color: red",NA
13465,2015,"Toyota","Corolla","            31718","            automatic","            clean",NA,NA,"            gas","           paint color: red",NA
17265,2015,"Mazda","Mazda3","            22713","            automatic","            clean",NA,NA,"            gas","           paint color: red",NA
20949,2016,"Chrysler","Town &amp; Country","            24214","            automatic","            clean",NA,NA,"            gas","           paint color: black",NA
24574,2016,"Honda","Accord","            8865","            automatic","            clean",NA,NA,"            gas","           paint color: black",NA
22500,2012,"Nissan","Frontier","            41000","            automatic","            clean","            like new","            4wd","            gas","           paint color: white","            mid-size"
11450,2011,"Ford","Escape XLT 4x4","            91945","            automatic","            clean",NA,NA,"            other","           paint color: black",NA
17448,2014,"Ram","1500","            13316","            automatic","            clean",NA,NA,"            gas","           paint color: red",NA
12995,2005,"Chevrolet","Silverado 1500 LS 4dr","            142568","            automatic","            clean",NA,"            4wd","            gas","           paint color: white",NA
16887,2013,"Chevrolet","Traverse","            79093","            automatic","            clean",NA,NA,"            gas",NA,NA
20949,2016,"Chrysler","Town &amp; Country","            14841","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
22257,2010,"Jeep","Wrangler Unlimited","            97343","            automatic","            clean",NA,NA,"            gas","           paint color: black",NA
8500,2006,"Ford","Mustang","            66000","            automatic","            clean","            excellent","            rwd","            gas","           paint color: white",NA
13499,2015,"Nissan","Altima","            30841","            automatic","            clean",NA,NA,"            gas",NA,NA
19495,2016,"Chrysler","Town &amp; Country","            22991","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
19495,2016,"Chrysler","Town &amp; Country","            24158","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
20500,2010,"Toyota","Tundra 5.7L V*","            118700","            automatic","            clean",NA,NA,"            gas",NA,NA
19495,2016,"Chrysler","Town &amp; Country","            25532","            automatic","            clean",NA,NA,"            gas","           paint color: silver",NA
19495,2016,"Chrysler","Town &amp; Country","            23823","            automatic","            clean",NA,NA,"            gas","           paint color: silver",NA
19495,2016,"Chrysler","Town &amp; Country","            26277","            automatic","            clean",NA,NA,"            gas","           paint color: silver",NA
19495,2016,"Chrysler","Town &amp; Country","            25538","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
11989,2015,"Dodge","Dart","            24963","            automatic","            clean",NA,NA,"            gas",NA,NA
19432,2014,"Chrysler","300","            51941","            automatic","            clean",NA,NA,"            gas","           paint color: red",NA
6995,2006,"Mitsubishi","Endeavor LS","            94532","            automatic","            clean",NA,NA,"            gas","           paint color: grey",NA
10424,2010,"Dodge","Journey","            68983","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
6995,2006,"Jeep","Liberty Sport Sport 4dr SUV","            119608","            automatic","            clean",NA,"            4wd","            gas","           paint color: silver",NA
22989,2005,"GMC","Sierra 3500","            130944","            automatic","            clean",NA,NA,"            diesel",NA,NA
12883,2011,"Chrysler","300","            95653","            automatic","            clean",NA,NA,"            gas","           paint color: white",NA
10779,2003,"Dodge","Ram 1500","            95416","            automatic","            clean",NA,NA,"            gas","           paint color: black",NA
17971,2011,"Nissan","Frontier","            81480","            automatic","            clean",NA,NA,"            gas","           paint color: silver",NA
13656,2012,"Nissan","Maxima","            66018","            automatic","            clean",NA,NA,"            gas","           paint color: silver",NA
9827,2011,"Hyundai","Sonata","            103313","            automatic","            clean",NA,NA,"            gas",NA,NA
1200,2001,"BMW","330Ci","            146000","            automatic","            salvage","            fair","            rwd","            gas","           paint color: silver","            mid-size"
1,1938,"Plymouth","coupe P6","            1200","            manual","            clean","            like new","            rwd","            gas","           paint color: custom","            compact"
7995,2007,"Toyota","Corolla CE","            133658","            manual","            clean",NA,"            fwd","            gas","           paint color: blue",NA
9873,2003,"Chevrolet","Silverado 1500","            118893","            automatic","            clean",NA,NA,"            gas","           paint color: black",NA
7995,2007,"Jeep","Liberty Sport Sport 4dr SUV","            102040","            automatic","            clean",NA,"            4wd","            gas","           paint color: silver",NA
